ID,econ_hard,sex,age,race,depress,mastery,treat,employ,occp,marital,educ,income,jobseek_se
1263,1.330000043,1,34.17808151,1,1.545454502,4.877777576,1,1,sales workers,married,bach,50k+,4.833333492
1265,2.670000076,0,34.20547867,1,1.363636374,3.791666746,0,1,craftsmen/foremen/kindred,separtd,somcol,25t39k,5
1267,3,0,31.13150597,1,1,4.933333397,1,1,professionals,married,gradwk,50k+,5
1268,4.329999924,1,52.83013535,1,1.272727251,4.691666603,1,1,clerical/kindred,married,highsc,50k+,5
1270,2.670000076,1,36.43287659,1,1.181818128,3.947222233,1,1,clerical/kindred,widowed,somcol,lt15k,4.166666508
1272,3.670000076,0,26.71232796,1,1.272727251,3.277777672,0,0,craftsmen/foremen/kindred,divrcd,somcol,lt15k,2.5
1274,2.329999924,1,22.04109573,1,3.454545498,3.730555534,0,0,laborers/service wrks,nevmarr,highsc,15t24k,3.666666746
1276,2.670000076,1,26.49863052,1,1.727272749,3.861111164,1,1,manegerial,married,bach,50k+,4.333333492
1277,3.670000076,1,44.47671127,1,1.818181872,3.299999952,1,0,craftsmen/foremen/kindred,divrcd,somcol,lt15k,3.5
1278,2,0,43.86849213,1,2,3.280555487,1,0,professionals,separtd,somcol,40t49k,3.166666746
1281,5,1,48.90958786,1,1.454545498,4.324999809,0,1,professionals,married,gradwk,50k+,5
1283,4,1,30.9753418,1,1.363636374,4.458333492,0,1,manegerial,divrcd,bach,25t39k,4.5
4,3.670000076,0,26.10136986,0,2,3.777777672,1,0,operatives/kindred wrks,nevmarr,somcol,15t24k,3.833333254
6,2.329999924,0,27.4876709,0,1.545454502,3.763888836,0,0,manegerial,married,bach,25t39k,3.666666746
9,3,1,28.02191734,0,2.181818247,4.191666603,0,1,clerical/kindred,divrcd,somcol,15t24k,5
10,4,0,41.12054825,0,2.636363745,3.591666698,1,0,craftsmen/foremen/kindred,nevmarr,highsc,25t39k,3.5
11,3.670000076,0,39.45753479,0,2.727272749,3.038888931,0,0,operatives/kindred wrks,married,lt-hs,15t24k,3.166666746
12,3,0,40.43835449,0,1.181818128,3.733333349,1,1,manegerial,married,highsc,50k+,4
13,3.329999924,1,51.06575394,0,1.454545498,3.919444561,0,1,sales workers,married,gradwk,50k+,4.333333492
15,4,1,49.1479454,0,3,3.902777672,0,1,professionals,married,somcol,15t24k,4.333333492
18,1.669999957,1,49.29862976,0,2.181818247,3.349999905,1,0,clerical/kindred,married,gradwk,50k+,3
19,2.329999924,0,44.10411072,0,2,3.980555534,1,1,manegerial,married,bach,50k+,4.666666508
20,1.330000043,1,76.87670898,0,1.727272749,3.5,1,0,sales workers,married,highsc,25t39k,3
23,2.670000076,1,25.95890427,0,1.727272749,3.233333349,1,0,operatives/kindred wrks,nevmarr,somcol,lt15k,2
25,4.670000076,1,26.29862976,0,2.636363745,3.444444418,1,1,manegerial,nevmarr,somcol,15t24k,4.333333492
29,3.670000076,1,42.04931641,0,1.909090877,3.577777863,1,1,clerical/kindred,nevmarr,highsc,15t24k,4.333333492
30,3,1,39.67671204,0,1.454545498,4.361111164,1,1,laborers/service wrks,divrcd,somcol,lt15k,4.333333492
34,4.329999924,0,39.6109581,0,1.909090877,4.004629612,0,1,clerical/kindred,nevmarr,somcol,15t24k,4.166666508
35,3.670000076,0,36.2410965,0,1.363636374,3.427777767,1,0,craftsmen/foremen/kindred,divrcd,somcol,25t39k,2.833333254
36,2.329999924,1,38.89041138,0,1.181818128,3.672222137,0,0,laborers/service wrks,nevmarr,somcol,lt15k,3.666666746
38,3.329999924,0,50.68767166,0,2,3.777777672,1,0,manegerial,married,bach,50k+,3.833333254
40,3,0,43.31232834,0,1.909090877,3.355555534,1,0,craftsmen/foremen/kindred,nevmarr,somcol,lt15k,3.166666746
41,2,1,47.07397079,0,1.818181872,3.372222185,1,0,manegerial,widowed,gradwk,40t49k,3.166666746
42,2.670000076,1,55.99726105,0,2.818181753,3.377777815,0,0,clerical/kindred,married,lt-hs,15t24k,3.833333254
43,3,1,18.79452133,0,1.636363626,3.599999905,1,0,professionals,nevmarr,highsc,50k+,3
44,3,0,37.64383698,0,1.363636374,3.516666651,1,1,manegerial,married,somcol,50k+,4
45,3.329999924,1,39.74794388,0,1.272727251,4.066666603,0,1,sales workers,nevmarr,highsc,15t24k,4
46,2,1,27.32328796,0,2.636363745,4.125,1,1,professionals,married,bach,40t49k,5
47,2.670000076,0,51.2657547,0,1.454545498,3.530555487,0,0,professionals,divrcd,somcol,25t39k,3.666666746
48,4,0,34.88767242,0,1.454545498,4.366666794,1,1,craftsmen/foremen/kindred,nevmarr,somcol,25t39k,5
49,1.330000043,1,64.22465515,0,1,4.266666889,1,1,manegerial,married,highsc,lt15k,4.5
50,3.329999924,0,48.44383621,0,1.272727251,4.199999809,1,1,professionals,married,gradwk,50k+,5
51,4.329999924,0,25.20273972,0,2.909090996,4.036110878,0,1,operatives/kindred wrks,nevmarr,highsc,lt15k,4.833333492
52,3.670000076,0,34.32328796,0,1.454545498,3.405555487,0,0,operatives/kindred wrks,nevmarr,somcol,15t24k,3.666666746
53,4.670000076,0,35.56712341,0,2.090909004,4.008333206,1,1,laborers/service wrks,divrcd,highsc,25t39k,4.5
54,1.669999957,1,36.83013535,0,1.363636374,4.019444466,0,0,clerical/kindred,married,somcol,50k+,3.833333254
55,4.670000076,1,27.06027412,0,3.454545498,3.858333349,0,0,clerical/kindred,nevmarr,somcol,50k+,3.5
56,2,1,41.22739792,0,2.727272749,3.591666698,1,0,manegerial,married,somcol,50k+,3.799999952
57,3.670000076,1,18.47397232,0,3.727272749,2.688888788,1,0,manegerial,nevmarr,lt-hs,lt15k,3.166666746
58,3.329999924,1,38.67123413,0,1.636363626,3.833333254,1,1,clerical/kindred,married,highsc,25t39k,4
59,2.670000076,1,42.65479279,0,1.272727251,4.400000095,0,1,clerical/kindred,married,somcol,50k+,4.5
60,2,1,42.5369873,0,1,4.388888836,0,1,operatives/kindred wrks,divrcd,highsc,15t24k,4.166666508
61,3.329999924,0,37.99452209,0,1.727272749,4.099999905,1,1,laborers/service wrks,nevmarr,somcol,lt15k,4.5
62,4.670000076,1,54.70410919,0,3.636363745,3.391666651,0,1,clerical/kindred,widowed,highsc,lt15k,4
64,5,1,40.93972778,0,1.454545498,4.152777672,0,1,clerical/kindred,separtd,somcol,lt15k,4.833333492
65,2.670000076,1,34.1178093,0,3,2.419444561,0,0,clerical/kindred,married,bach,50k+,2.833333254
66,2.329999924,0,20.01917839,0,3,3.200000048,0,0,operatives/kindred wrks,nevmarr,highsc,15t24k,2.5
67,4.670000076,0,38.33150864,0,2.545454502,3.641666651,0,1,laborers/service wrks,married,lt-hs,15t24k,4
68,4.670000076,1,71.37534332,0,1.727272749,3.983333349,1,1,clerical/kindred,married,lt-hs,25t39k,5
69,3,1,42.27397156,0,1.545454502,3.402777672,1,0,clerical/kindred,married,highsc,25t39k,3.333333254
70,3,0,36.98630142,0,1.272727251,3.808333397,1,1,manegerial,nevmarr,bach,15t24k,4
71,4.670000076,0,47.60821915,0,2.272727251,3.900000095,1,1,laborers/service wrks,married,lt-hs,15t24k,4
72,3.670000076,0,57.28493118,0,1,4.155555725,1,1,sales workers,married,highsc,50k+,4.166666508
73,3.670000076,0,39.87945175,0,2.181818247,3.733333349,1,1,manegerial,separtd,somcol,50k+,5
74,2.670000076,0,23.47945213,0,1.272727251,4.408333302,1,1,manegerial,nevmarr,highsc,15t24k,5
75,3,1,50.95616531,0,3,3.655555487,1,0,sales workers,separtd,lt-hs,lt15k,3.666666746
76,3.670000076,0,43.12054825,0,1.545454502,3.263888836,0,0,craftsmen/foremen/kindred,nevmarr,somcol,25t39k,3.166666746
77,3.670000076,0,31.04657555,0,1.454545498,3.174999952,1,0,laborers/service wrks,nevmarr,lt-hs,15t24k,3
78,2.670000076,0,37.75068665,0,2.272727251,3.677777767,0,0,manegerial,divrcd,highsc,40t49k,3.833333254
80,2,0,39.39178085,0,2.363636255,3.044444561,1,0,operatives/kindred wrks,married,highsc,lt15k,3.333333254
81,2,0,32.16712189,0,1.181818128,4.155555725,1,0,operatives/kindred wrks,divrcd,highsc,lt15k,3.166666746
83,3.329999924,0,30.29589081,0,1.909090877,3.644444466,1,0,laborers/service wrks,married,lt-hs,25t39k,2.833333254
84,2,1,53.10958862,0,1.636363626,4.530555725,1,1,professionals,married,gradwk,50k+,4.666666508
85,3,0,41.76164246,0,1.454545498,3.483333349,0,0,professionals,married,gradwk,50k+,3.5
86,2.329999924,0,37.27671051,0,1.636363626,3.386111021,1,0,laborers/service wrks,married,bach,50k+,2.833333254
88,4.329999924,1,20.58356094,0,2.909090996,3.641666651,1,0,clerical/kindred,married,highsc,lt15k,3.5
90,4.670000076,0,33.69588852,0,1.272727251,3.797222137,0,1,craftsmen/foremen/kindred,divrcd,somcol,lt15k,4.166666508
91,2,1,52.1479454,0,2.181818247,3.490740776,0,0,clerical/kindred,married,highsc,25t39k,3.666666746
92,3.329999924,1,37.07123184,0,1.454545498,4.599999905,1,1,sales workers,married,somcol,50k+,5
93,2.670000076,1,40.96986389,0,2.636363745,4.216666698,1,1,craftsmen/foremen/kindred,nevmarr,highsc,lt15k,5
94,2,1,41.98630142,0,1.181818128,4.644444466,1,1,manegerial,married,lt-hs,40t49k,4.833333492
95,2.329999924,0,32.24383545,0,1.272727251,4.833333492,1,1,sales workers,nevmarr,bach,15t24k,5
96,3,0,25.60273933,0,1.090909123,4.269444466,0,1,craftsmen/foremen/kindred,nevmarr,highsc,15t24k,4.333333492
98,3,0,29.48493195,0,1.090909123,4.433333397,1,1,craftsmen/foremen/kindred,nevmarr,highsc,15t24k,5
99,5,1,27.89863014,0,2.363636255,3.933333397,0,1,clerical/kindred,divrcd,highsc,15t24k,4
101,3,1,33.41643906,0,1.636363626,4.144444466,1,1,professionals,nevmarr,gradwk,15t24k,4.333333492
102,2.329999924,1,29.2410965,0,1.181818128,3.86944437,0,0,sales workers,married,bach,50k+,3.833333254
106,3,1,45.64657593,0,1.272727251,4.224999905,1,1,manegerial,divrcd,bach,15t24k,4.5
107,3.329999924,0,62.13424683,0,2.099999905,3.400000095,0,0,craftsmen/foremen/kindred,married,highsc,40t49k,3.5
108,2,0,21.66849327,0,2.090909004,3,0,0,laborers/service wrks,nevmarr,somcol,15t24k,3
110,2,0,44.39178085,0,1.363636374,4.533333302,1,1,professionals,married,bach,50k+,5
111,3.670000076,1,31.60273933,0,2.090909004,3.886111021,1,1,professionals,nevmarr,bach,25t39k,4.333333492
112,3.329999924,0,39.42739868,0,3.272727251,3.622222185,1,1,craftsmen/foremen/kindred,married,highsc,25t39k,4.666666508
113,3.329999924,1,47.26849365,0,1,4.438889027,1,1,clerical/kindred,divrcd,highsc,15t24k,4.666666508
114,2.670000076,0,34.01917648,0,1.272727251,4.224999905,1,1,manegerial,divrcd,gradwk,25t39k,4
115,3.670000076,0,37.91506958,0,1,4.699999809,1,1,professionals,divrcd,highsc,25t39k,5
116,4,0,35.5369873,0,2.181818247,3.258333445,1,0,operatives/kindred wrks,married,highsc,25t39k,3
117,1.669999957,1,25.09315109,0,1.818181872,4.283333302,1,1,professionals,nevmarr,gradwk,40t49k,5
118,3.329999924,0,27.41095924,0,2.545454502,3.708333254,0,1,sales workers,married,bach,25t39k,4
119,4.670000076,1,57.76986313,0,1.299999952,4.425000191,1,1,clerical/kindred,divrcd,somcol,15t24k,5
122,4.329999924,0,51.12602615,0,2.363636255,3.88055563,1,1,professionals,separtd,bach,25t39k,4.166666508
124,3.329999924,0,43.57260132,0,1.272727251,4.444444656,1,1,manegerial,married,bach,50k+,4.333333492
125,2,0,35.8767128,0,1.454545498,3.952777863,0,1,professionals,married,bach,50k+,4.333333492
127,2.670000076,1,26.92054749,0,2.818181753,3.700000048,1,0,clerical/kindred,nevmarr,somcol,lt15k,3.5
128,3.329999924,0,34.6356163,0,1.545454502,3.313888788,0,0,craftsmen/foremen/kindred,nevmarr,highsc,15t24k,3.666666746
129,3,0,63.45205307,0,1.272727251,4.24444437,0,0,professionals,married,bach,50k+,3.833333254
130,1.330000043,1,46.32876587,0,1,4.24444437,1,1,clerical/kindred,married,highsc,40t49k,4.833333492
131,4,1,39.87123108,0,3.545454502,3.252777815,1,0,manegerial,married,highsc,50k+,3.333333254
132,4,0,48.98356247,0,1.636363626,4.441666603,1,1,manegerial,divrcd,gradwk,50k+,4
133,2.329999924,1,44.92054749,0,1.272727251,4.466666698,1,1,manegerial,married,somcol,50k+,5
134,3.329999924,1,41.70410919,0,1.454545498,4.088889122,0,1,sales workers,married,somcol,40t49k,4.666666508
135,2,1,21.69589043,0,1.636363626,4.258333206,1,1,manegerial,married,somcol,15t24k,4
136,2.329999924,1,37.94520569,0,1.363636374,4.166666508,1,1,clerical/kindred,nevmarr,somcol,25t39k,4
137,1.330000043,1,34.76164246,0,1.363636374,4.238888741,0,1,operatives/kindred wrks,married,lt-hs,50k+,4.166666508
138,3.329999924,0,33.96986389,0,1.636363626,4.158333302,0,1,sales workers,married,somcol,25t39k,4.5
140,2.329999924,1,36.62739563,0,1.454545498,4.044444561,1,0,clerical/kindred,nevmarr,somcol,15t24k,3.833333254
141,3.670000076,1,37.69863129,0,2.909090996,4.13055563,1,1,professionals,divrcd,somcol,15t24k,4.666666508
142,3,0,33.55342484,0,1.636363626,3.291666746,1,0,operatives/kindred wrks,married,lt-hs,25t39k,3.5
143,2.670000076,1,58.03835678,0,1,3.833333254,1,0,professionals,married,somcol,25t39k,3.5
144,4,1,31.67397308,0,2.181818247,3.941666603,1,1,manegerial,divrcd,somcol,lt15k,4
145,2.329999924,1,49.80548096,0,1.545454502,3.694444418,0,0,manegerial,divrcd,highsc,25t39k,3.333333254
146,2,1,59.44657516,0,1.090909123,4.411110878,1,1,manegerial,married,highsc,50k+,4.333333492
147,5,0,53.79452133,0,1.363636374,4.633333206,0,1,sales workers,separtd,bach,40t49k,5
148,2.329999924,0,44.64383698,0,1.545454502,4.361111164,1,1,craftsmen/foremen/kindred,married,highsc,25t39k,4.833333492
149,3,1,27.92876625,0,1.636363626,4.25,1,1,manegerial,nevmarr,somcol,25t39k,5
150,4.329999924,1,48.28767014,0,1,4.533333302,1,1,manegerial,divrcd,somcol,25t39k,5
151,2.670000076,0,26.28219223,0,1.545454502,3.313888788,0,0,clerical/kindred,nevmarr,highsc,25t39k,3.166666746
152,2.329999924,0,31.48219109,0,1,3.950000048,1,1,laborers/service wrks,nevmarr,highsc,15t24k,4
153,2,1,22.40547943,0,1.272727251,3.991666555,1,1,clerical/kindred,nevmarr,highsc,40t49k,4
155,2,0,22.47397232,0,1,4,1,1,operatives/kindred wrks,nevmarr,lt-hs,25t39k,4
156,3.329999924,1,30.72328758,0,2.454545498,3.525000095,1,0,clerical/kindred,nevmarr,lt-hs,15t24k,3.5
157,2,0,21.81095886,0,1,3.722222328,1,1,laborers/service wrks,nevmarr,somcol,lt15k,4.166666508
158,4.670000076,1,34.70137024,0,1.636363626,4.047222137,0,1,laborers/service wrks,married,highsc,lt15k,4.166666508
160,4.329999924,0,26.18082237,0,1.272727251,3.980555534,1,1,craftsmen/foremen/kindred,nevmarr,lt-hs,15t24k,4.166666508
161,2.329999924,1,23.69862938,0,2.181818247,3.905555487,1,1,clerical/kindred,nevmarr,somcol,lt15k,4.166666508
162,2.670000076,0,56.85479355,0,1,4.533333302,1,1,manegerial,married,bach,40t49k,5
163,3,1,27.28767204,0,1.454545498,3.608333349,1,0,clerical/kindred,nevmarr,highsc,lt15k,3.5
164,3.670000076,1,29.84931564,0,1.909090877,3.183333397,0,0,professionals,nevmarr,gradwk,25t39k,3.5
165,4.670000076,1,27.58082199,0,2.727272749,3.788888931,1,1,laborers/service wrks,married,highsc,lt15k,4.166666508
166,2,0,24.0739727,0,1,4.030555725,1,1,operatives/kindred wrks,married,highsc,15t24k,4.166666508
167,3,0,64.38082123,0,1.909090877,4.338889122,0,1,professionals,married,somcol,25t39k,4.166666508
168,4.329999924,1,25.67671204,0,1.454545498,3.897222281,1,0,sales workers,nevmarr,highsc,15t24k,3.666666746
169,3.329999924,1,20.06301308,0,2.545454502,3.194444418,1,0,clerical/kindred,nevmarr,lt-hs,lt15k,1.833333373
170,3.670000076,1,31.78082275,0,2.545454502,4.025000095,0,1,professionals,nevmarr,gradwk,25t39k,5
171,4,0,43.12054825,0,2.090909004,3.066666603,1,0,manegerial,nevmarr,gradwk,25t39k,3
172,2.670000076,1,31.44109535,0,2.818181753,3.036111116,0,0,sales workers,divrcd,highsc,40t49k,2.833333254
173,1.669999957,0,29.82739639,0,1,4.866666794,1,1,craftsmen/foremen/kindred,married,somcol,15t24k,5
174,2.329999924,0,30.3150692,0,1,3.797222137,1,1,professionals,married,somcol,25t39k,4.166666508
175,1.330000043,0,67.50411224,0,1.727272749,4.311110973,0,1,craftsmen/foremen/kindred,married,highsc,25t39k,4.333333492
176,4.329999924,1,37.79178238,0,1.272727251,3.941666603,1,1,professionals,divrcd,somcol,15t24k,4
177,2.329999924,0,27.03835678,0,1.909090877,3.961111069,1,0,professionals,nevmarr,somcol,15t24k,3.833333254
179,3.329999924,0,31.11780739,0,1.727272749,3.74444437,1,0,manegerial,married,highsc,25t39k,3.833333254
180,3.329999924,0,19.26027489,0,1.200000048,4.166666508,1,1,laborers/service wrks,nevmarr,highsc,50k+,4.5
181,3,0,45.44109726,0,1.090909123,3.827777863,1,0,craftsmen/foremen/kindred,divrcd,somcol,lt15k,3.833333254
182,3.670000076,1,30.39451981,0,1.363636374,4.155555725,1,1,manegerial,nevmarr,gradwk,40t49k,4.666666508
183,3.670000076,0,50.06301498,0,1.090909123,4.061110973,0,1,craftsmen/foremen/kindred,married,highsc,25t39k,4.333333492
184,3.670000076,0,28.83013725,0,3,2.988888979,0,0,craftsmen/foremen/kindred,married,highsc,25t39k,3.166666746
185,4.670000076,1,35.00273895,0,1.727272749,4.413888931,1,1,professionals,divrcd,bach,25t39k,4.666666508
186,4.329999924,1,38.75616455,0,3.090909004,3.575000048,1,1,clerical/kindred,nevmarr,somcol,lt15k,4
187,4,0,40.01369858,0,1.909090877,3.980555534,0,1,professionals,married,highsc,25t39k,4.666666508
188,3.329999924,0,25.35616493,0,1.181818128,4.577777863,1,1,operatives/kindred wrks,married,somcol,40t49k,4.833333492
189,3.329999924,0,35.60548019,0,2.700000048,4.002777576,1,0,craftsmen/foremen/kindred,married,highsc,50k+,3.833333254
191,2.670000076,1,33.89315033,0,1,4.158333302,0,1,manegerial,married,highsc,50k+,4
192,2.670000076,0,52.37260437,0,1,4.322222233,0,1,laborers/service wrks,divrcd,highsc,lt15k,4.666666508
193,4,1,34.86575317,0,1.818181872,4.00555563,1,1,professionals,married,somcol,40t49k,4.666666508
194,2,0,28.08767128,0,2,3.577777863,1,0,manegerial,nevmarr,somcol,15t24k,3.333333254
198,2.329999924,1,59.33424759,0,1.600000024,3.541666746,1,0,clerical/kindred,married,highsc,lt15k,3.5
199,1.330000043,1,51.03287506,0,2.181818247,3.580555439,1,0,manegerial,married,highsc,50k+,3.166666746
200,3,1,34.21917725,0,1.272727251,4.466666698,0,1,manegerial,divrcd,bach,15t24k,5
201,3.329999924,1,60.37534332,0,1.5,3.569444418,1,1,clerical/kindred,divrcd,bach,15t24k,4
202,3,0,46.01643753,0,1.363636374,3.241666555,1,0,craftsmen/foremen/kindred,married,highsc,25t39k,3
203,4.329999924,0,31.709589,0,2.727272749,2.894444466,1,0,craftsmen/foremen/kindred,nevmarr,highsc,lt15k,3.333333254
204,2,1,20.70685005,0,2.272727251,2.919444561,0,0,laborers/service wrks,nevmarr,lt-hs,25t39k,3.333333254
205,1,1,58.75068665,0,1,4.238888741,1,1,clerical/kindred,divrcd,somcol,50k+,4.666666508
206,3.670000076,1,23.70685005,0,1.181818128,4.588889122,0,1,professionals,married,bach,40t49k,4.666666508
208,4.329999924,1,32.7780838,0,3.909090996,3.575000048,1,1,clerical/kindred,nevmarr,somcol,lt15k,4.5
210,3,1,24.29589081,0,1.909090877,3.24444437,0,0,professionals,nevmarr,gradwk,15t24k,2.333333254
212,3,1,63.91780853,0,1.727272749,4.522222042,1,1,clerical/kindred,widowed,somcol,25t39k,4.166666508
215,2.329999924,1,43.80273819,0,2.727272749,3.558333397,0,1,clerical/kindred,married,highsc,40t49k,4.5
218,1.330000043,1,35.97260284,0,1.090909123,3.724999905,1,1,manegerial,married,gradwk,50k+,5
219,3.670000076,0,36.28219223,0,2.5,3.336111069,0,0,craftsmen/foremen/kindred,married,somcol,40t49k,3.833333254
221,3.329999924,1,30.66301346,0,1.636363626,3.491666555,1,0,clerical/kindred,nevmarr,somcol,lt15k,3.5
223,3.329999924,0,23.22739792,0,1.181818128,4.5,1,1,operatives/kindred wrks,nevmarr,somcol,lt15k,5
225,2,0,58.47671127,0,1.545454502,4.166666508,0,1,manegerial,married,somcol,50k+,4.5
226,2,1,42.13424683,0,1.090909123,3.875,1,1,clerical/kindred,married,highsc,50k+,4
228,1,1,44.32054901,0,1.090909123,4.197222233,1,1,professionals,married,gradwk,50k+,4.166666508
229,2.329999924,1,28.16164398,0,1.181818128,2.941666603,0,0,professionals,nevmarr,gradwk,40t49k,2.5
230,2.670000076,1,23.91780853,0,1.272727251,3.983333349,1,0,clerical/kindred,nevmarr,somcol,15t24k,3.5
231,3,1,43.60548019,0,1.909090877,3.441666603,1,1,clerical/kindred,married,highsc,40t49k,4
232,3.670000076,1,30.30958939,0,1.818181872,3.683333397,0,1,clerical/kindred,married,highsc,25t39k,4.5
233,3,1,28.35342407,0,1.454545498,4.055555344,1,1,clerical/kindred,married,highsc,25t39k,4.166666508
234,2.670000076,0,61.36712265,0,1.272727251,4.224999905,1,1,operatives/kindred wrks,married,lt-hs,25t39k,4
235,2.329999924,1,45.35890579,0,1.545454502,3.666666746,1,1,clerical/kindred,widowed,gradwk,15t24k,4
236,2.329999924,1,28.59178162,0,1.545454502,3.786111116,1,1,manegerial,nevmarr,bach,40t49k,4.333333492
237,4.329999924,0,29.38082123,0,3.363636255,3.763888836,1,1,professionals,divrcd,somcol,15t24k,4.666666508
238,4.329999924,0,29.73972511,0,2.363636255,3.647222281,1,1,manegerial,nevmarr,gradwk,15t24k,4.166666508
239,2.329999924,0,29.94246483,0,2,3.169444561,1,0,laborers/service wrks,nevmarr,highsc,lt15k,3.333333254
240,3.329999924,0,39.46027374,0,2.181818247,3.349999905,1,0,professionals,married,gradwk,50k+,3.5
241,2.329999924,0,54.08219147,0,1,3.980555534,1,0,professionals,married,highsc,50k+,3.666666746
242,3,0,44.71232986,0,2.363636255,3.911111116,1,0,professionals,married,gradwk,50k+,3.833333254
243,2.670000076,1,48.01643753,0,2.900000095,3.700000048,0,0,clerical/kindred,married,highsc,25t39k,3.400000095
244,3,0,19.4876709,0,3,3.700000048,1,1,operatives/kindred wrks,nevmarr,highsc,lt15k,5
245,3.329999924,0,35.41095734,0,3.090909004,2.566666603,0,0,craftsmen/foremen/kindred,married,highsc,15t24k,3
246,4.670000076,1,51.14520645,0,1.454545498,3.711111069,1,0,laborers/service wrks,married,highsc,25t39k,3.833333254
247,3.329999924,0,31.05753517,0,2.272727251,3.688888788,1,0,craftsmen/foremen/kindred,married,somcol,15t24k,3.666666746
248,2.670000076,0,35.47123337,0,1.181818128,4.302777767,1,1,operatives/kindred wrks,married,highsc,15t24k,4.333333492
249,2.670000076,0,45.51780701,0,1.818181872,3.275000095,0,0,manegerial,married,somcol,lt15k,3.5
250,4,1,53.1479454,0,1.909090877,4.400000095,1,1,professionals,nevmarr,bach,25t39k,5
252,4.329999924,1,28.6109581,0,4.454545498,3.258333445,1,1,manegerial,married,gradwk,15t24k,4.5
253,2.670000076,1,31.81095886,0,1.545454502,3.405555487,1,0,clerical/kindred,married,highsc,50k+,3.666666746
254,4,0,41.94246674,0,1.090909123,3.844444513,1,0,professionals,married,gradwk,15t24k,2.833333254
255,2.329999924,1,41.63835526,0,1.636363626,4.458333492,0,1,clerical/kindred,married,highsc,25t39k,4.5
256,1.330000043,0,49.20000076,0,1.454545498,4.202777863,1,1,sales workers,married,bach,40t49k,4.333333492
257,1.330000043,0,20.42465782,0,1.363636374,3.900000095,0,1,laborers/service wrks,nevmarr,highsc,25t39k,4
258,2.329999924,0,40.27397156,0,1.181818128,4.474999905,1,1,operatives/kindred wrks,divrcd,somcol,lt15k,5
259,2.670000076,1,17.58356094,0,1.909090877,4.127777576,1,0,laborers/service wrks,nevmarr,lt-hs,lt15k,3.833333254
260,3,0,27.01095963,0,1.454545498,4.658333302,1,1,professionals,married,gradwk,50k+,5
263,2.670000076,0,26.74520493,0,2.545454502,3.569444418,0,0,professionals,nevmarr,bach,15t24k,3.833333254
266,3,0,33.27671051,0,1.363636374,4.277777672,1,0,laborers/service wrks,nevmarr,bach,15t24k,3.833333254
267,4,0,24.94794464,0,1.636363626,4.327777863,0,1,manegerial,nevmarr,somcol,15t24k,4.833333492
268,4.329999924,1,39.41643906,0,1.090909123,4.166666508,1,1,laborers/service wrks,divrcd,somcol,lt15k,5
269,3,0,36.84657669,0,1.181818128,4.388888836,0,1,craftsmen/foremen/kindred,separtd,somcol,15t24k,4.166666508
270,3,1,37.72054672,0,2.545454502,2.533333302,0,0,operatives/kindred wrks,married,highsc,25t39k,1.5
271,3,1,36.82191849,0,1.636363626,3.383333445,1,1,sales workers,nevmarr,bach,15t24k,4
274,4.670000076,0,61.44109726,0,1.727272749,4.211111069,1,1,professionals,married,somcol,lt15k,4.333333492
275,4,0,42.68767166,0,2.181818247,3.263888836,1,0,clerical/kindred,divrcd,somcol,lt15k,3.666666746
276,2,0,29.53150749,0,1.090909123,3.549999952,1,1,laborers/service wrks,married,gradwk,25t39k,4
277,2.670000076,1,36.00547791,0,1.636363626,3.180555582,1,0,professionals,divrcd,bach,15t24k,3.166666746
278,3,0,28.9753418,0,2.181818247,3.441666603,0,0,sales workers,separtd,somcol,25t39k,2.5
280,4.670000076,0,26.79178047,0,2.636363745,4.252777576,1,1,professionals,married,bach,15t24k,4.333333492
283,3.670000076,0,37.55068588,0,1.272727251,4.044444561,1,1,craftsmen/foremen/kindred,married,somcol,15t24k,4.333333492
284,3.329999924,0,30.50136948,0,1,4.113888741,0,0,professionals,divrcd,somcol,15t24k,3.666666746
285,2.670000076,0,31.63835526,0,2.818181753,2.916666746,1,0,craftsmen/foremen/kindred,married,highsc,40t49k,3
286,4,0,28.35890388,0,2.636363745,3.213888884,1,0,laborers/service wrks,nevmarr,bach,15t24k,3.166666746
287,4.670000076,1,32.74794388,0,1.818181872,3.836111069,1,0,professionals,divrcd,bach,15t24k,3.833333254
288,4.670000076,1,26.76712418,0,3.181818247,3.886111021,0,1,professionals,married,lt-hs,lt15k,4.333333492
289,3,1,26.16438293,0,2.818181753,3.188888788,0,1,sales workers,nevmarr,bach,lt15k,4.166666508
290,1.669999957,1,30.3150692,0,1.181818128,4.622222424,1,1,clerical/kindred,nevmarr,bach,50k+,4.666666508
292,5,1,32.91506958,0,1.181818128,4.277777672,1,1,sales workers,divrcd,somcol,15t24k,4.333333492
294,1.330000043,1,56.60821915,0,1,4.377777576,1,1,clerical/kindred,divrcd,highsc,40t49k,4.833333492
295,2.670000076,1,26.12876701,0,1,4.308333397,1,1,clerical/kindred,married,highsc,15t24k,5
296,2,1,26.2410965,0,1.909090877,4.077777863,1,1,sales workers,married,somcol,50k+,4.333333492
297,3,1,43.81095886,0,2.599999905,3.669444561,0,0,operatives/kindred wrks,married,somcol,50k+,3.833333254
298,2,1,49.86849213,0,1.363636374,4.655555725,1,1,clerical/kindred,divrcd,bach,40t49k,4.666666508
302,3.329999924,0,35.82465744,0,1.454545498,4.5,1,1,manegerial,married,gradwk,50k+,5
